Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,Suspected,ConfnSusp,Notes
Chongqing,Mainland China,2020-02-09T23:53:02,468.0,2.0,51.0,,,,,
Jiangsu,Mainland China,2020-02-09T10:23:11,468.0,0.0,71.0,,,,,
Shandong,Mainland China,2020-02-09T15:03:05,444.0,1.0,63.0,,,,,
Sichuan,Mainland China,2020-02-09T12:43:01,386.0,1.0,71.0,,,,,
Beijing,Mainland China,2020-02-09T03:43:02,326.0,2.0,37.0,,,,,
Heilongjiang,Mainland China,2020-02-09T08:43:05,307.0,6.0,14.0,,,,,
Shanghai,Mainland China,2020-02-09T06:33:01,293.0,1.0,44.0,,,,,
Fujian,Mainland China,2020-02-09T09:13:11,250.0,0.0,35.0,,,,,
Shaanxi,Mainland China,2020-02-09T03:03:09,208.0,0.0,25.0,,,,,
Hebei,Mainland China,2020-02-09T12:43:01,206.0,2.0,34.0,,,,,
Guangxi,Mainland China,2020-02-09T00:33:07,195.0,1.0,18.0,,,,,
Yunnan,Mainland China,2020-02-09T08:53:02,141.0,0.0,18.0,,,,,
Hainan,Mainland China,2020-02-09T13:33:02,131.0,3.0,19.0,,,,,
Shanxi,Mainland China,2020-02-09T23:43:02,119.0,0.0,25.0,,,,,
Liaoning,Mainland China,2020-02-09T12:23:03,107.0,0.0,12.0,,,,,
Guizhou,Mainland China,2020-02-09T09:53:02,99.0,1.0,7.0,,,,,
Tianjin,Mainland China,2020-02-09T23:43:02,91.0,1.0,4.0,,,,,
Gansu,Mainland China,2020-02-09T23:33:02,83.0,2.0,16.0,,,,,
Jilin,Mainland China,2020-02-09T09:03:04,78.0,1.0,12.0,,,,,
Diamond Princess cruise ship,Others,2020-02-09T06:13:11,64.0,0.0,0.0,,,,,
Inner Mongolia,Mainland China,2020-02-09T02:23:07,54.0,0.0,5.0,,,,,
Ningxia,Mainland China,2020-02-09T02:03:11,45.0,0.0,13.0,,,,,
Xinjiang,Mainland China,2020-02-09T01:23:08,45.0,0.0,0.0,,,,,
,Singapore,2020-02-09T02:43:02,40.0,0.0,2.0,,,,,
,Thailand,2020-02-08T12:53:01,32.0,0.0,10.0,,,,,
Hong Kong,Hong Kong,2020-02-09T09:53:02,29.0,1.0,0.0,,,,,
,Japan,2020-02-09T06:13:11,26.0,0.0,1.0,,,,,
,South Korea,2020-02-09T02:33:02,25.0,0.0,3.0,,,,,
Qinghai,Mainland China,2020-02-06T02:13:15,18.0,0.0,3.0,,,,,
Taiwan,Taiwan,2020-02-09T09:13:11,18.0,0.0,1.0,,,,,
,Malaysia,2020-02-08T10:23:04,16.0,0.0,1.0,,,,,
,Germany,2020-02-09T06:13:11,14.0,0.0,0.0,,,,,
,Vietnam,2020-02-08T07:23:04,13.0,0.0,1.0,,,,,
,France,2020-02-08T09:53:01,11.0,0.0,0.0,,,,,
Macau,Macau,2020-02-06T14:23:04,10.0,0.0,1.0,,,,,
,United Arab Emirates,2020-02-08T07:03:16,7.0,0.0,0.0,,,,,
Queensland,Australia,2020-02-09T19:33:02,5.0,0.0,0.0,,,,,
New South Wales,Australia,2020-02-06T03:13:22,4.0,0.0,2.0,,,,,
Victoria,Australia,2020-02-01T18:12:49,4.0,0.0,0.0,,,,,
British Columbia,Canada,2020-02-07T05:43:03,4.0,0.0,0.0,,,,,
,India,2020-02-03T21:43:02,3.0,0.0,0.0,,,,,
,Italy,2020-02-07T17:53:02,3.0,0.0,0.0,,,,,
,Philippines,2020-02-07T16:43:04,3.0,1.0,0.0,,,,,
,UK,2020-02-07T18:33:02,3.0,0.0,0.0,,,,,
South Australia,Australia,2020-02-02T22:33:07,2.0,0.0,0.0,,,,,
"Toronto, ON",Canada,2020-02-04T00:13:06,2.0,0.0,0.0,,,,,
,Russia,2020-01-31T16:13:45,2.0,0.0,0.0,,,,,
,Spain,2020-02-09T20:33:03,2.0,0.0,0.0,,,,,
"Chicago, IL",US,2020-02-09T19:03:03,2.0,0.0,2.0,,,,,
"San Benito, CA",US,2020-02-03T03:53:02,2.0,0.0,0.0,,,,,
"Santa Clara, CA",US,2020-02-03T00:43:02,2.0,0.0,0.0,,,,,
,Belgium,2020-02-04T15:43:02,1.0,0.0,0.0,,,,,
,Cambodia,2020-01-31T08:15:53,1.0,0.0,0.0,,,,,
"London, ON",Canada,2020-02-04T00:03:11,1.0,0.0,0.0,,,,,
,Finland,2020-01-31T08:15:53,1.0,0.0,0.0,,,,,
Tibet,Mainland China,2020-02-01T01:52:40,1.0,0.0,0.0,,,,,
,Nepal,2020-01-31T08:15:53,1.0,0.0,0.0,,,,,
,Sri Lanka,2020-02-08T03:43:03,1.0,0.0,1.0,,,,,
,Sweden,2020-02-01T02:13:26,1.0,0.0,0.0,,,,,
"Boston, MA",US,2020-02-01T19:43:03,1.0,0.0,0.0,,,,,
"Los Angeles, CA",US,2020-02-01T19:53:03,1.0,0.0,0.0,,,,,
"Madison, WI",US,2020-02-05T21:53:02,1.0,0.0,0.0,,,,,
"Orange, CA",US,2020-02-01T19:53:03,1.0,0.0,0.0,,,,,
"Seattle, WA",US,2020-02-09T07:03:04,1.0,0.0,1.0,,,,,
"Tempe, AZ",US,2020-02-01T19:43:03,1.0,0.0,0.0,,,,,
Hubei,Mainland China,2020-02-26T14:13:10,65187.0,2615.0,20969.0,,,,,
Guangdong,Mainland China,2020-02-26T10:33:02,1347.0,7.0,851.0,,,,,
Henan,Mainland China,2020-02-26T10:33:02,1271.0,19.0,1033.0,,,,,
,South Korea,2020-02-26T11:03:11,1261.0,12.0,22.0,,,,,
Zhejiang,Mainland China,2020-02-26T10:33:02,1205.0,1.0,867.0,,,,,
Hunan,Mainland China,2020-02-26T10:13:11,1016.0,4.0,783.0,,,,,
Anhui,Mainland China,2020-02-26T10:13:11,989.0,6.0,744.0,,,,,
Jiangxi,Mainland China,2020-02-26T01:13:04,934.0,1.0,719.0,,,,,
Shandong,Mainland China,2020-02-26T12:43:02,756.0,6.0,377.0,,,,,
Diamond Princess cruise ship,Others,2020-02-26T19:33:02,705.0,4.0,10.0,,,,,
Jiangsu,Mainland China,2020-02-26T10:13:11,631.0,0.0,478.0,,,,,
Chongqing,Mainland China,2020-02-26T23:43:02,576.0,6.0,384.0,,,,,
Sichuan,Mainland China,2020-02-26T10:13:11,531.0,3.0,307.0,,,,,
Heilongjiang,Mainland China,2020-02-26T10:33:02,480.0,12.0,249.0,,,,,
,Italy,2020-02-26T23:43:03,453.0,12.0,3.0,,,,,
Beijing,Mainland China,2020-02-26T00:53:02,400.0,4.0,235.0,,,,,
Shanghai,Mainland China,2020-02-26T23:53:01,337.0,3.0,272.0,,,,,
Hebei,Mainland China,2020-02-26T10:33:02,312.0,6.0,261.0,,,,,
Fujian,Mainland China,2020-02-26T10:33:02,294.0,1.0,218.0,,,,,
Guangxi,Mainland China,2020-02-26T14:13:10,252.0,2.0,147.0,,,,,
Shaanxi,Mainland China,2020-02-26T14:13:10,245.0,1.0,192.0,,,,,
,Japan,2020-02-26T23:43:03,189.0,2.0,22.0,,,,,
Yunnan,Mainland China,2020-02-26T05:13:16,174.0,2.0,144.0,,,,,
Hainan,Mainland China,2020-02-26T12:43:02,168.0,5.0,129.0,,,,,
Guizhou,Mainland China,2020-02-25T08:03:07,146.0,2.0,104.0,,,,,
,Iran,2020-02-26T23:43:03,139.0,19.0,49.0,,,,,
Tianjin,Mainland China,2020-02-26T12:43:02,135.0,3.0,96.0,,,,,
Shanxi,Mainland China,2020-02-26T14:13:10,133.0,0.0,104.0,,,,,
Liaoning,Mainland China,2020-02-26T00:13:05,121.0,1.0,88.0,,,,,
Jilin,Mainland China,2020-02-26T14:13:10,93.0,1.0,65.0,,,,,
,Singapore,2020-02-26T19:33:02,93.0,0.0,62.0,,,,,
Hong Kong,Hong Kong,2020-02-26T23:43:02,91.0,2.0,24.0,,,,,
Gansu,Mainland China,2020-02-26T14:13:10,91.0,2.0,81.0,,,,,
Xinjiang,Mainland China,2020-02-26T14:23:03,76.0,2.0,34.0,,,,,
Inner Mongolia,Mainland China,2020-02-26T15:03:05,75.0,0.0,38.0,,,,,
Ningxia,Mainland China,2020-02-26T03:53:01,71.0,0.0,65.0,,,,,
Unassigned Location (From Diamond Princess),US,2020-02-26T20:03:06,42.0,0.0,0.0,,,,,
,Thailand,2020-02-26T07:23:03,40.0,0.0,22.0,,,,,
,Bahrain,2020-02-26T21:03:07,33.0,0.0,0.0,,,,,
Taiwan,Taiwan,2020-02-26T12:23:04,32.0,1.0,5.0,,,,,
,Germany,2020-02-26T23:43:03,27.0,0.0,15.0,,,,,
,Kuwait,2020-02-26T19:23:04,26.0,0.0,0.0,,,,,
,Malaysia,2020-02-24T11:53:02,22.0,0.0,18.0,,,,,
,France,2020-02-26T20:03:06,18.0,2.0,11.0,,,,,
Qinghai,Mainland China,2020-02-21T04:43:02,18.0,0.0,18.0,,,,,
,Vietnam,2020-02-25T08:53:02,16.0,0.0,16.0,,,,,
,Spain,2020-02-26T20:43:02,13.0,0.0,2.0,,,,,
,UK,2020-02-24T08:33:02,13.0,0.0,8.0,,,,,
,United Arab Emirates,2020-02-22T14:53:02,13.0,0.0,4.0,,,,,
Macau,Macau,2020-02-25T15:23:04,10.0,0.0,7.0,,,,,
From Diamond Princess,Australia,2020-02-22T17:03:05,7.0,0.0,0.0,,,,,
British Columbia,Canada,2020-02-25T02:23:05,7.0,0.0,0.0,,,,,
Queensland,Australia,2020-02-21T05:43:02,5.0,0.0,1.0,,,,,
,Iraq,2020-02-26T04:53:02,5.0,0.0,0.0,,,,,
New South Wales,Australia,2020-02-13T17:53:03,4.0,0.0,4.0,,,,,
Victoria,Australia,2020-02-13T17:53:03,4.0,0.0,4.0,,,,,
,Oman,2020-02-26T04:53:02,4.0,0.0,0.0,,,,,
"Toronto, ON",Canada,2020-02-24T14:43:03,3.0,0.0,2.0,,,,,
,Croatia,2020-02-26T20:03:06,3.0,0.0,0.0,,,,,
,India,2020-02-16T07:43:02,3.0,0.0,3.0,,,,,
,Philippines,2020-02-12T07:43:02,3.0,1.0,1.0,,,,,
South Australia,Australia,2020-02-17T08:13:09,2.0,0.0,2.0,,,,,
,Austria,2020-02-26T00:13:06,2.0,0.0,0.0,,,,,
,Finland,2020-02-26T19:03:08,2.0,0.0,1.0,,,,,
,Israel,2020-02-26T20:33:02,2.0,0.0,0.0,,,,,
,Lebanon,2020-02-26T19:33:02,2.0,0.0,0.0,,,,,
,Pakistan,2020-02-26T23:53:02,2.0,0.0,0.0,,,,,
,Russia,2020-02-12T14:43:03,2.0,0.0,2.0,,,,,
,Sweden,2020-02-26T18:53:02,2.0,0.0,0.0,,,,,
"Chicago, IL",US,2020-02-09T19:03:03,2.0,0.0,2.0,,,,,
"San Benito, CA",US,2020-02-03T03:53:02,2.0,0.0,0.0,,,,,
"San Diego County, CA",US,2020-02-21T05:43:02,2.0,0.0,1.0,,,,,
"Santa Clara, CA",US,2020-02-21T05:23:04,2.0,0.0,1.0,,,,,
,Afghanistan,2020-02-24T23:33:02,1.0,0.0,0.0,,,,,
,Algeria,2020-02-25T23:43:03,1.0,0.0,0.0,,,,,
,Belgium,2020-02-17T04:23:06,1.0,0.0,1.0,,,,,
,Brazil,2020-02-26T23:53:02,1.0,0.0,0.0,,,,,
,Cambodia,2020-02-12T07:43:02,1.0,0.0,1.0,,,,,
"London, ON",Canada,2020-02-12T18:53:03,1.0,0.0,1.0,,,,,
,Egypt,2020-02-21T18:53:02,1.0,0.0,0.0,,,,,
,Georgia,2020-02-26T19:03:08,1.0,0.0,0.0,,,,,
,Greece,2020-02-26T15:53:05,1.0,0.0,0.0,,,,,
Tibet,Mainland China,2020-02-12T06:43:02,1.0,0.0,1.0,,,,,
,Nepal,2020-02-12T14:43:03,1.0,0.0,1.0,,,,,
,North Macedonia,2020-02-26T19:03:08,1.0,0.0,0.0,,,,,
,Norway,2020-02-26T20:23:12,1.0,0.0,0.0,,,,,
,Romania,2020-02-26T23:43:03,1.0,0.0,0.0,,,,,
,Sri Lanka,2020-02-08T03:43:03,1.0,0.0,1.0,,,,,
,Switzerland,2020-02-25T19:13:21,1.0,0.0,0.0,,,,,
"Boston, MA",US,2020-02-01T19:43:03,1.0,0.0,0.0,,,,,
"Humboldt County, CA",US,2020-02-21T05:13:09,1.0,0.0,0.0,,,,,
"Los Angeles, CA",US,2020-02-01T19:53:03,1.0,0.0,0.0,,,,,
"Madison, WI",US,2020-02-05T21:53:02,1.0,0.0,0.0,,,,,
"Orange, CA",US,2020-02-01T19:53:03,1.0,0.0,0.0,,,,,
"Sacramento County, CA",US,2020-02-21T23:13:16,1.0,0.0,0.0,,,,,
"San Antonio, TX",US,2020-02-13T18:53:02,1.0,0.0,0.0,,,,,
"Seattle, WA",US,2020-02-09T07:03:04,1.0,0.0,1.0,,,,,
"Tempe, AZ",US,2020-02-25T21:23:03,1.0,0.0,1.0,,,,,
"Lackland, TX (From Diamond Princess)",US,2020-02-24T23:33:02,0.0,0.0,0.0,,,,,
"Omaha, NE (From Diamond Princess)",US,2020-02-24T23:33:02,0.0,0.0,0.0,,,,,
"Travis, CA (From Diamond Princess)",US,2020-02-24T23:33:02,0.0,0.0,0.0,,,,,
Hubei,Mainland China,1/25/20 17:00,761.0,40.0,32.0,,,,,
Guangdong,Mainland China,1/25/20 17:00,78.0,,2.0,,,,,
Zhejiang,Mainland China,1/25/20 17:00,62.0,,1.0,,,,,
Chongqing,Mainland China,1/25/20 17:00,57.0,,,,,,,
Hunan,Mainland China,1/25/20 17:00,43.0,,,,,,,
Beijing,Mainland China,1/25/20 17:00,41.0,,2.0,,,,,
Anhui,Mainland China,1/25/20 17:00,39.0,,,,,,,
Shanghai,Mainland China,1/25/20 17:00,33.0,,1.0,,,,,
Henan,Mainland China,1/25/20 17:00,32.0,,,,,,,
Sichuan,Mainland China,1/25/20 17:00,28.0,,,,,,,
Shandong,Mainland China,1/25/20 17:00,27.0,,,,,,,
Guangxi,Mainland China,1/25/20 17:00,23.0,,,,,,,
Hainan,Mainland China,1/25/20 17:00,19.0,,,,,,,
Jiangxi,Mainland China,1/25/20 17:00,18.0,,,,,,,
Fujian,Mainland China,1/25/20 17:00,18.0,,,,,,,
Jiangsu,Mainland China,1/25/20 17:00,18.0,,1.0,,,,,
Liaoning,Mainland China,1/25/20 17:00,17.0,,,,,,,
Shaanxi,Mainland China,1/25/20 17:00,15.0,,,,,,,
Yunnan,Mainland China,1/25/20 17:00,11.0,,,,,,,
Tianjin,Mainland China,1/25/20 17:00,10.0,,,,,,,
Heilongjiang,Mainland China,1/25/20 17:00,9.0,1.0,,,,,,
Hebei,Mainland China,1/25/20 17:00,8.0,1.0,,,,,,
Inner Mongolia,Mainland China,1/25/20 17:00,7.0,,,,,,,
Shanxi,Mainland China,1/25/20 17:00,6.0,,,,,,,
Hong Kong,Hong Kong,1/25/20 17:00,5.0,,,,,,,
Guizhou,Mainland China,1/25/20 17:00,4.0,,,,,,,
Jilin,Mainland China,1/25/20 17:00,4.0,,,,,,,
Gansu,Mainland China,1/25/20 17:00,4.0,,,,,,,
Ningxia,Mainland China,1/25/20 17:00,3.0,,,,,,,
Taiwan,Taiwan,1/25/20 17:00,3.0,,,,,,,
Xinjiang,Mainland China,1/25/20 17:00,3.0,,,,,,,
Macau,Macau,1/25/20 17:00,2.0,,,,,,,
Qinghai,Mainland China,1/25/20 17:00,1.0,,,,,,,
Washington,US,1/25/20 17:00,1.0,,,,,,,
Illinois,US,1/25/20 17:00,1.0,,,,,,,
,Japan,1/25/20 17:00,2.0,,,,,,,
,Thailand,1/25/20 17:00,7.0,,,,,,,
,South Korea,1/25/20 17:00,2.0,,,,,,,
,Singapore,1/25/20 17:00,3.0,,,,,,,
,Vietnam,1/25/20 17:00,2.0,,,,,,,
,France,1/25/20 17:00,3.0,,,,,,,
,Australia,1/25/20 17:00,4.0,,,,,,,
,Nepal,1/25/20 17:00,1.0,,,,,,,
,Malaysia,1/25/20 17:00,3.0,,,,,,,
Hubei,Mainland China,2020-03-05T14:53:03,67466.0,2902.0,40592.0,30.9756,112.2707,,,
,South Korea,2020-03-05T09:03:09,6088.0,35.0,41.0,36.0,128.0,,,
,Italy,2020-03-05T17:43:03,3858.0,148.0,414.0,43.0,12.0,,,
,Iran,2020-03-05T13:43:04,3513.0,107.0,739.0,32.0,53.0,,,
Guangdong,Mainland China,2020-03-05T09:23:03,1351.0,7.0,1181.0,23.3417,113.4244,,,
Henan,Mainland China,2020-03-05T01:48:26,1272.0,22.0,1239.0,33.882,113.614,,,
Zhejiang,Mainland China,2020-03-05T09:43:03,1215.0,1.0,1124.0,29.1832,120.0934,,,
Hunan,Mainland China,2020-03-05T08:43:03,1018.0,4.0,938.0,27.6104,111.7088,,,
Anhui,Mainland China,2020-03-05T04:33:02,990.0,6.0,970.0,31.8257,117.2264,,,
Jiangxi,Mainland China,2020-03-05T01:16:58,935.0,1.0,901.0,27.614,115.7221,,,
Shandong,Mainland China,2020-03-05T14:53:03,758.0,6.0,578.0,36.3427,118.1498,,,
Diamond Princess cruise ship,Others,2020-03-03T03:13:06,706.0,6.0,10.0,35.4437,139.638,,,
Jiangsu,Mainland China,2020-03-05T14:53:03,631.0,0.0,583.0,32.9711,119.455,,,
Chongqing,Mainland China,2020-03-05T23:23:02,576.0,6.0,512.0,30.0572,107.874,,,
Sichuan,Mainland China,2020-03-05T14:53:03,539.0,3.0,425.0,30.6171,102.7103,,,
,Germany,2020-03-05T17:43:03,482.0,0.0,16.0,51.0,9.0,,,
Heilongjiang,Mainland China,2020-03-05T00:23:06,481.0,13.0,379.0,47.862,127.7615,,,
Beijing,Mainland China,2020-03-04T23:23:01,418.0,8.0,297.0,40.1824,116.4142,,,
,France,2020-03-05T15:13:22,377.0,6.0,12.0,47.0,2.0,,,
,Japan,2020-03-05T13:43:04,360.0,6.0,43.0,36.0,138.0,,,
Shanghai,Mainland China,2020-03-05T06:23:06,339.0,3.0,303.0,31.202,121.4491,,,
Hebei,Mainland China,2020-03-05T14:53:03,318.0,6.0,304.0,38.0428,114.5149,,,
Fujian,Mainland China,2020-03-05T09:33:03,296.0,1.0,277.0,26.0789,117.9874,,,
,Spain,2020-03-05T17:43:03,259.0,3.0,2.0,40.0,-4.0,,,
Guangxi,Mainland China,2020-03-05T10:03:08,252.0,2.0,214.0,23.8298,108.7881,,,
Shaanxi,Mainland China,2020-03-05T06:03:08,245.0,1.0,224.0,35.1917,108.8701,,,
Yunnan,Mainland China,2020-03-03T03:43:02,174.0,2.0,169.0,24.974,101.487,,,
Hainan,Mainland China,2020-03-05T06:13:10,168.0,6.0,158.0,19.1959,109.7453,,,
Guizhou,Mainland China,2020-03-02T01:13:06,146.0,2.0,114.0,26.8154,106.8748,,,
Tianjin,Mainland China,2020-03-05T03:33:27,136.0,3.0,128.0,39.3054,117.323,,,
Shanxi,Mainland China,2020-03-05T14:53:03,133.0,0.0,126.0,37.5777,112.2922,,,
Liaoning,Mainland China,2020-03-03T14:33:03,125.0,1.0,106.0,41.2956,122.6085,,,
,Singapore,2020-03-05T13:43:04,117.0,0.0,78.0,1.2833,103.8333,,,
,UK,2020-03-05T18:03:03,115.0,1.0,8.0,55.0,-3.0,,,
,Switzerland,2020-03-05T17:43:03,114.0,1.0,3.0,46.8182,8.2275,,,
Hong Kong,Hong Kong,2020-03-05T00:23:07,105.0,2.0,43.0,22.3,114.2,,,
Gansu,Mainland China,2020-03-05T15:13:13,102.0,2.0,87.0,36.0611,103.8343,,,
,Sweden,2020-03-05T18:03:03,94.0,0.0,0.0,63.0,16.0,,,
Jilin,Mainland China,2020-03-05T14:53:03,93.0,1.0,88.0,43.6661,126.1923,,,
,Norway,2020-03-05T17:43:03,87.0,0.0,0.0,60.472,8.4689,,,
,Netherlands,2020-03-05T14:23:03,82.0,0.0,0.0,52.1326,5.2913,,,
Xinjiang,Mainland China,2020-03-05T06:03:08,76.0,3.0,70.0,41.1129,85.2401,,,
Inner Mongolia,Mainland China,2020-03-05T23:53:01,75.0,1.0,65.0,44.0935,113.9448,,,
Ningxia,Mainland China,2020-03-04T01:33:07,75.0,0.0,69.0,37.2692,106.1655,,,
,Kuwait,2020-03-05T13:43:04,58.0,0.0,0.0,29.5,47.75,,,
,Bahrain,2020-03-05T13:53:03,55.0,0.0,0.0,26.0275,50.55,,,
"King County, WA",US,2020-03-05T22:03:17,51.0,10.0,1.0,47.548,-121.9836,,,
,Belgium,2020-03-05T13:53:03,50.0,0.0,1.0,50.8333,4.0,,,
,Malaysia,2020-03-04T13:03:08,50.0,0.0,22.0,2.5,112.5,,,
,Thailand,2020-03-05T06:23:06,47.0,1.0,31.0,15.0,101.0,,,
Unassigned Location (From Diamond Princess),US,2020-03-02T19:53:03,45.0,0.0,0.0,35.4437,139.638,,,
Taiwan,Taiwan,2020-03-05T14:53:03,44.0,1.0,12.0,23.7,121.0,,,
,Austria,2020-03-05T17:53:02,41.0,0.0,0.0,47.5162,14.5501,,,
,Iraq,2020-03-04T20:43:02,35.0,2.0,0.0,33.0,44.0,,,
,Iceland,2020-03-05T13:53:03,34.0,0.0,0.0,64.9631,-19.0208,,,
,Greece,2020-03-05T14:23:03,31.0,0.0,0.0,39.0742,21.8243,,,
,India,2020-03-05T13:53:03,30.0,0.0,3.0,21.0,78.0,,,
,United Arab Emirates,2020-03-05T23:53:02,29.0,0.0,5.0,24.0,54.0,,,
New South Wales,Australia,2020-03-04T20:43:03,22.0,1.0,4.0,-33.8688,151.2093,,,
"Toronto, ON",Canada,2020-03-05T17:53:03,21.0,0.0,2.0,43.6532,-79.3832,,,
,San Marino,2020-03-05T13:53:03,21.0,1.0,0.0,43.9424,12.4578,,,
"Santa Clara, CA",US,2020-03-05T22:53:03,20.0,0.0,1.0,37.3541,-121.9552,,,
Qinghai,Mainland China,2020-02-21T04:43:02,18.0,0.0,18.0,35.7452,95.9956,,,
"Snohomish County, WA",US,2020-03-05T20:23:07,18.0,1.0,0.0,48.033,-121.8339,,,
"Westchester County, NY",US,2020-03-05T21:33:03,18.0,0.0,0.0,41.122,-73.7949,,,
,Israel,2020-03-05T17:53:02,16.0,0.0,1.0,31.0,35.0,,,
,Lebanon,2020-03-05T17:53:02,16.0,0.0,1.0,33.8547,35.8623,,,
,Oman,2020-03-05T17:53:02,16.0,0.0,2.0,21.0,57.0,,,
,Vietnam,2020-02-25T08:53:02,16.0,0.0,16.0,16.0,108.0,,,
Queensland,Australia,2020-03-05T17:33:06,13.0,0.0,8.0,-28.0167,153.4,,,
British Columbia,Canada,2020-03-05T04:43:03,13.0,0.0,3.0,49.2827,-123.1207,,,
,Ecuador,2020-03-05T17:53:02,13.0,0.0,0.0,-1.8312,-78.1834,,,
,Algeria,2020-03-04T19:33:03,12.0,0.0,0.0,28.0339,1.6596,,,
,Czech Republic,2020-03-05T17:53:02,12.0,0.0,0.0,49.8175,15.473,,,
,Finland,2020-03-05T13:53:03,12.0,0.0,1.0,64.0,26.0,,,
"Los Angeles, CA",US,2020-03-05T21:03:14,11.0,0.0,0.0,34.0522,-118.2437,,,
Victoria,Australia,2020-03-05T18:33:03,10.0,0.0,7.0,-37.8136,144.9631,,,
,Croatia,2020-03-04T16:53:02,10.0,0.0,0.0,45.1667,15.5,,,
,Denmark,2020-03-04T00:03:15,10.0,0.0,0.0,56.2639,9.5018,,,
Macau,Macau,2020-03-03T12:33:02,10.0,0.0,9.0,22.1667,113.55,,,
,Portugal,2020-03-05T13:53:03,8.0,0.0,0.0,39.3999,-8.2245,,,
,Qatar,2020-03-04T00:03:15,8.0,0.0,0.0,25.3548,51.1839,,,
,Azerbaijan,2020-03-05T13:53:03,6.0,0.0,0.0,40.1431,47.5769,,,
,Belarus,2020-03-04T12:43:03,6.0,0.0,0.0,53.7098,27.9534,,,
,Ireland,2020-03-04T21:13:07,6.0,0.0,0.0,53.1424,-7.6921,,,
,Romania,2020-03-05T06:23:06,6.0,0.0,1.0,46.0,25.0,,,
South Australia,Australia,2020-03-04T21:03:07,5.0,0.0,2.0,-34.9285,138.6007,,,
,Mexico,2020-03-03T10:03:04,5.0,0.0,1.0,23.0,-102.0,,,
,Pakistan,2020-03-03T04:33:03,5.0,0.0,0.0,30.3753,69.3451,,,
,Saudi Arabia,2020-03-05T17:53:03,5.0,0.0,0.0,24.0,45.0,,,
"Cook County, IL",US,2020-03-05T18:33:03,5.0,0.0,2.0,41.7377,-87.6976,,,
,Brazil,2020-03-04T20:33:02,4.0,0.0,0.0,-14.235,-51.9253,,,
,Chile,2020-03-05T18:13:04,4.0,0.0,0.0,-35.6751,-71.543,,,
,Georgia,2020-03-05T13:53:03,4.0,0.0,0.0,42.3154,43.3569,,,
,Palestine,2020-03-05T13:53:03,4.0,0.0,0.0,31.9522,35.2332,,,
,Russia,2020-03-05T13:53:03,4.0,0.0,2.0,60.0,90.0,,,
,Senegal,2020-03-04T20:43:02,4.0,0.0,0.0,14.4974,-14.4524,,,
"New York City, NY",US,2020-03-05T21:03:13,4.0,0.0,0.0,40.7128,-74.006,,,
Western Australia,Australia,2020-03-05T17:13:35,3.0,1.0,0.0,-31.9505,115.8605,,,
,Egypt,2020-03-05T13:53:03,3.0,0.0,1.0,26.0,30.0,,,
,Estonia,2020-03-05T13:53:03,3.0,0.0,0.0,58.5953,25.0136,,,
,New Zealand,2020-03-04T20:13:11,3.0,0.0,0.0,-40.9006,174.886,,,
,Philippines,2020-02-12T07:43:02,3.0,1.0,1.0,13.0,122.0,,,
,Saint Barthelemy,2020-03-04T02:43:03,3.0,0.0,0.0,17.9,-62.8333,,,
"Orange County, CA",US,2020-03-04T02:13:11,3.0,0.0,0.0,33.7879,-117.8531,,,
"San Diego County, CA",US,2020-03-05T20:33:03,3.0,0.0,1.0,32.7157,-117.1611,,,
,Bosnia and Herzegovina,2020-03-05T17:13:30,2.0,0.0,0.0,43.9159,17.6791,,,
" Montreal, QC",Canada,2020-03-05T14:03:04,2.0,0.0,0.0,45.5017,-73.5673,,,
,Hungary,2020-03-05T17:13:27,2.0,0.0,0.0,47.1625,19.5033,,,
,Indonesia,2020-03-02T18:03:04,2.0,0.0,0.0,-0.7893,113.9213,,,
,Morocco,2020-03-05T13:53:03,2.0,0.0,0.0,31.7917,-7.0926,,,
,Slovenia,2020-03-05T17:13:30,2.0,0.0,0.0,46.1512,14.9955,,,
"Bergen County, NJ",US,2020-03-05T21:03:12,2.0,0.0,0.0,40.9263,-74.077,,,
"Fulton County, GA",US,2020-03-03T03:33:02,2.0,0.0,0.0,33.8034,-84.3963,,,
"Grafton County, NH",US,2020-03-03T23:33:03,2.0,0.0,0.0,43.9088,-71.826,,,
"Harris County, TX",US,2020-03-05T21:53:02,2.0,0.0,0.0,29.7752,-95.3103,,,
"Hillsborough, FL",US,2020-03-03T18:33:02,2.0,0.0,0.0,27.9904,-82.3018,,,
"Placer County, CA",US,2020-03-04T19:53:02,2.0,1.0,0.0,39.0916,-120.8039,,,
"Providence, RI",US,2020-03-02T03:43:02,2.0,0.0,0.0,41.824,-71.4128,,,
"Sacramento County, CA",US,2020-02-27T20:33:02,2.0,0.0,0.0,38.4747,-121.3542,,,
"San Benito, CA",US,2020-02-03T03:53:02,2.0,0.0,0.0,36.5761,-120.9876,,,
"San Francisco County, CA",US,2020-03-05T20:33:03,2.0,0.0,0.0,37.7749,-122.4194,,,
"San Mateo, CA",US,2020-03-03T00:43:02,2.0,0.0,0.0,37.563,-122.3255,,,
"Washington County, OR",US,2020-03-03T03:03:02,2.0,0.0,0.0,45.547,-123.1386,,,
,Afghanistan,2020-02-24T23:33:02,1.0,0.0,0.0,33.0,65.0,,,
,Andorra,2020-03-02T20:23:16,1.0,0.0,0.0,42.5063,1.5218,,,
